,text,intention
10636,Hoy es el #DiaDeShakira @Shakira te queremos mucho! felicidades. todos con este HT #FanClubShakiraColombia @FCShakiColombia 82,referencial
10637,"""@christiansaids: @rocioterrones Fue frente al premier por la chrysler""gracias por informacion.",fatica
10638,"#Diadeshakira bienvenido, has llegado en el momento justo y el lugar indicado @shakira",fatica
10639,@j_sauri Ya busque los ferrari y me gustó uno... http://t.co/4uX4UY9C,emotiva
10640,Lo Mejor de Lo Mejor la Hermoxa Mujer que hay dentro de cada uno de los 57 millones de fans de @shakira por eso hoy es #DiaDeShakira,referencial
10641,"#VolvamosA la epoca en donde The Beatles, Queen, Guns N' Roses y Bon Jovi sonaban días enteros en las radios.",referencial
10642,Lo unico bueno de colombia es shakira verdad? confirmen (@soyunamiserable live on http://t.co/SiNWIDJS),fatica
10643,"No hay peor ciego que el que no quiere ver, de canción de Shakira era? xD",poetica
10644,Kia Motors nuevo patrocinador del @DIM_Oficial para 2013,referencial
10645,12-dic Encuentro digital con @BBVA AM Manda tu duda sobre planes d pensiones con el hashtag #planesbolsacom a @Bolsacom http://t.co/R6LV1K0b,apelativa
10646,"De camino a Madrid, leyendo las sabias palabras del Monje que vendio su ferrari!!! :)",referencial
10647,@CafeoleRadiole con jennifer lopez o cameron diaz pero una noche con otra y otra yotra na una canita al aire buenos dias,poetica
10648,No prestarle atencion a la tenele ni lo mas minimo pero girar la cabeza como un buho cuando escuchas Bon Jovi,poetica
10649,El calvario de los accionistas de Bankia: el dinero de Bruselas traerá una dilución superior... http://t.co/KiE3GlKM [Bolsamanía] #Economia,referencial
10650,"Piedrahita: ""Entiendo aquella tristeza de Cristiano, hay días que no te apetece ni sacar el Ferrari del yate"" http://t.co/ltAvyCEl #blog",poetica
10651,Cargando $150 de V-Power Nitro+ y $40 te llevás un autito de Ferrari. Hacé RT y participá del #SorteoShell http://t.co/yLDkbrkU,referencial
10652,"Ocupada oficina de Bankia en Av. Bruselas 67, Parque de las Avenidas. http://t.co/mrpffizS",referencial
10653,"Ocupada oficina de @Bankia en Av. Bruselas 67, Parque de las Avenidas #stopdesahucios #sísepuede v/@phierrecom http://t.co/dubniVqt",referencial
10654,"El lema de Goldman Sachs es ""Los intereses nuestros siempre son primero"". ¿Cómo no van a ser socios de Clarín? #ElUltimoRespiroDeClarin",poetica
10655,El calvario de los accionistas de Bankia: el dinero de Bruselas traerá una dilución superio... http://t.co/KRLRWCiz #mercados y #valores”,referencial
10656,Banco Santander otra vez sin sistema donde puedo ir a quejarme @tv_mauricio @mxperez. @TonkaTP @josemvinuela,apelativa
10657,"""Mi amor por Justin es más grande que el trasero de Nicki Minaj, Jennifer Lopez, Kim Kardashian y Louis juntos."" JAJAJAJAJAJAJAJAJAJA THIS.",poetica
10658,"RT A veces cuando digo ""estoy bien"" quiero que alguien me diga ""yo se que no, ten, te regalo un Ferrari""",poetica
10659,"Piedrahita: ""Entiendo aquella tristeza de CR7, hay días que no te apetece ni sacar el Ferrari del yate""",poetica
10660,"Motivación on con Bon Jovi, a estudiar se ha dicho",emotiva
10661,"La CSM, el Santander otra vez sin línea.",referencial
10662,"Mientras Irene y yo hacemos deberes de mate , escuchando @Los40_Spain The Script ! Luego de compras :)",emotiva
10663,@AnggieSlgdo @AniiPerezP @VickiiAcostaM yaaa no importa quien tiene toyota de mentira o verdad cada loco con su tema.. Paz por favor..,emotiva
10664,Concurso FotoTalentos´13 Fundación Banco Santander y Universia http://t.co/6H1xo0zU,referencial
10665,"IBERIA+Paradores+Bankia+Telemadrid=12.000 despidos http://t.co/ugN2IGvJ Tranquilos, que Bañez les pida que no usen su reforma para despedir",poetica
10666,@hanabatah el dinero no compra la felicidad pero es mejor llorar en un ferrari,poetica
10667,MIRA ESTO---&gt; Gerard Pique Muestra la Primera Foto de su Bebe con Shakira en Twitter http://t.co/l8T66I5A ENTRA YA !!!!,referencial
10668,"AVISO A TODOS LOS ALMAGREÑOS:
Cuando vean un Fiat Punto azul claro subanse a los balcones o escondansen en su casa k @ElisaMrd va al volante",apelativa
10669,Asi que . no te gusta Aerosmith ? Seria una desgracia que alguien llegara a masacrarte mientras duermes ¬¬,apelativa
10670,En la panza de shakira solo veo un mojon revuelto,poetica
10671,Mazda CX7 07 Grand Touring quemacocos piel Muy buenas condiciones factura original!!! $180 http://t.co/KOx5PRO8 #DF @msg1181,referencial
10672,"Kia Argentina presente en ""Verano Animal"". http://t.co/Nb8RaWi5",referencial
10673,"El dinero no trae felicidad, pero me gustaría llorar en un ferrari.",poetica
10674,Led Zeppelin es la mejor banda de Rock and Roll de todos los tiempos. | The Best Music http://t.co/aHHHfb79 vía @Rockthbestmusic,emotiva
10675,Altera tus sentidos con el más reciente video del #Jaguar #XFRS --&gt; http://t.co/2g3WanjR,apelativa
10676,"Hoy a las 21:30 comienza la 15ª jornada de la Liga BBVA. 
Horarios de la 15ª jornada de la Liga BBVA http://t.co/TZ642MXA #LigaBBVAJ15”",referencial
10677,Así nos felicitaron la navidad los miembros de Ferrari el año pasado. Esperamos volver a ver una foto similar este año. http://t.co/ZtiAua5Y,referencial
10678,El #SERNAC pidió antecedentes al Banco Santander por nuevo fallo en sus sistemas http://t.co/CPqJZfgo,referencial
10679,"""The Wanted dijo que Cher Lloyd es una copia barata de Jessie J."" Me estan empezando a llegar estos weones, Jessie J y Cher son únicas.",referencial
10680,"""The Wanted dijo que Cher Lloyd es una copia barata de Jessie J."" JAJAJAJAJAJAJA AHORA SI LOS MATO",emotiva
10681,Lo que queda de mi primer regalito cumple/navideño gracias a mis amigos pirañitas de la office. Jaj @ Toyota http://t.co/43U9hPfg,emotiva
10682,Exelente ahora suena AC/DC!! Encontré una radio wena!! Como tiene que ser claro si es la @futurofm,referencial
10683,Ignorante! es la única palabra q puede describir al tal Edras amado diciendo que Davivieda compro a #HSBC porque estaba en quiebra .. Bruto,emotiva
10684,Puras mamadas ponen quiero algo de AC/DC dijee !,emotiva
10685,@ajungbluth xfv ayuda urg!!robaron carro en la 13 y portete suzuki verde oscuro placa GGM627..unico medio de trabajo..RT ..urg!!AYUDA,referencial
10686,Detonando AC-DC en la casaaa oo yeahhh,emotiva
10687,"Piedrahita: ""Entiendo aquella tristeza de CR7, hay días que no te apetece ni sacar el Ferrari del yate"" http://t.co/ih2pt0ea",poetica
10688,@Trafico_ZMG. Parado desde hace 1 hora en la toyota de acueducto! Alguien que me quiera pasar corriente?? URGE,apelativa
10689,En el culo de Jennifer Lopez podría vivir toda Corea del Sur,referencial
10690,"Amor, ya casi es mi cumpleaños. ¿Qué me vas a regalar? —¿Ves ese Ferrari rojo? —¡Si! —Pues así te voy a dejar las nalgas",poetica
10691,AC/DC en @HastalaMata dia de clasico y mucho divague con @Chamuel_RG,referencial
10692,Dios mío! hay todo un mundo atrás de un fiat 600...,emotiva
10693,Increíble la nueva tienda de Pull &amp; Bear de MataróPark. Hay hasta una volkswagen caravelle restaurada dentro. #Do #SeHanPasao,referencial
10694,"""Louis les saco el dedo a las fans de The Wanted  que comenzaron a insultarlos""  JAJAJAJAJAJAJAJAJA, MI ÍDOLO SEÑORES.",emotiva
10695,Jaja el dia de la #maquinadeltiempo escuchando mi cd favorito de toda la historia #PiesDescalzos #Shakira,emotiva
10696,@ElvisRivasRCTV HOY en #meganews por @lamega893 Mérida SHOWCASE con Led Zeppelin 1 pm http://t.co/QXFAG3d9,referencial
10697,"PAJA!!! JURAA? RT""@Sholon_Amado: Mucha las buenas nuevas siguen llegando! En marzo Aerosmith visitara Guatemala! El TigoFest me la pela!!!""",emotiva
10698,El BBVA definirá la hora cero de la huelga el 18 de diciembre,referencial
10699,@NatxoCastro entra en los míticos como Chilly y Nissan Pajero XD,emotiva
10700,For Sale: 1999 TOYOTA Camry http://t.co/JOOguyTE,referencial
10701,"@vidalpascual en otros tiempos, Volkswagen habría escogido al Scirocco y eso hubiera sido una puta pasada. Pero no, a utilitarios, meh.",emotiva
10702,Rayados en la practica de anoche en el Toyota Stadium http://t.co/16dNCQh7,referencial
10703,"Bueno, ignoren mis tuits del día de hoy, déjenme crudear en paz, si quiero oigo a Shakira y tuiteo sus canciones, ¿ok?",apelativa
10704,"Los #AC/DC tocan #SinCity en un college de Sidney, sobre un escenario apenas elevado en relación al público. Un putísimo flash.",referencial
10705,275.000 euros anuales de media por no tener formación ni información http://t.co/DPdZiUWA Los exconsejeros de @Bankia se retratan,referencial
10706,#Bankia renovó la financiación a grandes grupos mediáticos entre salida a bolsa e intervención http://t.co/X91uZ5zs bendita querella @upyd,referencial
10707,"Me causa risa como cierta voz de la radio toma el titulo de un album de AC/DC:""For those about to Rock we salute you"" como lema si nunca",emotiva
10708,"Messut ozil es Enzo Ferrari, lo supe despues de ver la fecha de mi lambda del tiempo.",poetica
10709,"Con mi papá queremos correr carreras en el fiat , estaria re copado ser la copiloto",emotiva
10710,"*Toy Entrando En Sintonia Pixie Flow Ya Ta En La Via
Ete Año Yo Me Monto Aunque Sea En Un Carro Kia",poetica
10711,Acampada #Bankia en #Alicante. Seguimos resistiendo http://t.co/u8oQO9DA #STOPDeshaucios. ¡Dación de pago ya!,apelativa
10712,La 100 y FUN te regalan un AUTO. Un Volkswagen Gol puede ser tuyo. Atentos al Tema 100 del dìa - http://t.co/uQMDzPmH,referencial
10713,Mi amor ¿Qué me darás por mi cumpleaños? —¿Ves ese Ferrari rojo? — mmmm ¡Si! —Una licuadora de ese color.,poetica
10714,Esta sera la montura que llevara el Volkswagen Polo R WRC en el WRC 2013. ¿Que les parece? http://t.co/4iEm0aRw,apelativa
10715,Ahora suena: SHAKIRA - LOCA  en http://t.co/MbL8iLsg #GrupoMedrano,referencial
10716,"@NinaVoz hizo propia ""Te espero sentada"" de @Shakira. Que Voz, que interpretación. Impecable. http://t.co/z7IBwq2g",emotiva
10717,El peluquero de @TaranTrino le dijo que él peinaba a shakira cuando salía en El Oasis! O__o,referencial
10718,"Myriam Fares, la Shakira libanesa. Un cañón sin duda. El tema es viejo pero me encanta: http://t.co/wTvljeuj Laila Sayda!",emotiva
10719,"Parte la de la propuesta ganadora de este año en el Audi Urban Future Award, ¡increíble e innovador! http://t.co/liIxIS5X",referencial
10720,Esta es la propuesta de #Audi para los taxis de México. ¿Qué les parece? http://t.co/BLYFQ4Om,referencial
10721,"@DonDateador RT plis. Vendo Toyota Yaris Sport, 2009, 37.000 kms, única dueña,  impecable!",apelativa
10722,Reinserción? @ARMAKdeODELOT: Ignacio Maldonado: d ultraderechista detenido x asaltar banco a director d BBVA destituído http://t.co/hrAjuZik,referencial
10723,@Miiss_Coke Alicia Keys ? :(,emotiva
10724,2012: encima que pasaste como Ferrari me recagaste a palos !,emotiva
10725,"No tuiteo en mayúsculas porque sea retrasada, que lo soy, sino porque Aerosmith se lo merece",emotiva
10726,AC/DC como musica de ambiente.. Que tal este montaje un concierto de rock?? @acruvelier,referencial
10727,Al ritmo de #Shakira I'm Addited to you deleitandonos con un mix las 28 Candidatas a Reina #Zacatecoluca 2012 desde Estadio Todelo Valle,referencial
10728,"Quiero tanbio, maroon 5 y bep otra vez ?",apelativa
10729,"""En el aeropuerto, Louis les mostró el dedo medio a las fans de The Wanted y Zayn les dijo 'fuck you'' SEÑORES, MIS IDOLOS.",referencial
10730,"Odio a la gente que rima con diminutivos… y a Alicia Keys, a ella  tambien, por dios que rallante.",emotiva
10731,Mi hermano y los amigos están con la música de ac/dc a todo volumen comiendo muy tranquilos. Se supone que yo pueda dormir?,emotiva
10732,"Me da tristezita cuando shakira canta con pitbull, dejando de lado que todos los duos de el que dan pena jajaja",referencial
10733,"""Nuestro país tiene una deuda odiosa, como la de Bankia, de la que es legítimo objetar"".  http://t.co/7MuxrOX7 vía @NoticiasNavarra",referencial
10734,"Bankia,Paradores,tv Madrid, canal 9.Joder enchufados de calidad del PP.Tiembla España.Cosa que tocan cosa que  hunden.",emotiva
10735,Nadie piensa en ti como lo hago yo aunque te dé lo mismo. (Shakira),poetica
10736,"La impresión q da es q Ferrari y McLaren han perdido la influencia q tenían dentro d la FIA, Red Bull es quien tiene la sartén por el mango",referencial
10737,"La Premier es pasión, es fútbol, afición, emoción, en cambio, la Liga BBVA solo es Barça y Madrid.

La Premier es la mejor liga del mundo.",referencial
10738,"Acho, si me pongo a estudiar en los anuncios de Antena3 me saco selectividad con beca pa' Harvard, Oxford y hasta carta de Hogwarts!",emotiva
10739,Estoy escuchando Where The Streets Have No Name - u2 http://t.co/7J6BeZ92 vía @goear,referencial
10740,"""Aprovechame que si llegue ayer me puedo ir mañana"" PARA SHAKIRA! LUZ MALA! CAPA DE LA ESCONDIDA! MAESTRA DE LA DESAPARICION!",emotiva
10741,"""Cuando tenga mis nietos: -—Abuelita, ¿por qué tienes la boca tan grande? —Es que...Tu abuelo era Justin Bieber."" OMFG.",poetica
10742,"Balotelli creyó que huyendo del estadio en su Bentley camuflado no sería reconocido.Pues si, fue acosado por hinchas: http://t.co/97UpqMAy",referencial
10743,@TuCaraMeSuenaTV hay que coger fuerzas porque mañana entre @SSantiagosegura de la Carrà y #arturo de @shakira ... #madredelamorhermoso,apelativa
10744,Para vuestra tranquilidad y la de @shakira y @3gerardpique diré que la imita #arturo pero también @RokoOficialN1 ... Mañana #duelod dobles,referencial
10745,@shakira mañana tendré el placer de encarnarte por unos minutos en @TuCaraMSuena espero que vengan muchos buenos recuerdos ;),emotiva
10746,"@JosemeMancha Por que cojones no vendió el Ferrari, en Marruecos tendría una buena vida con esa pasta durante un tiempo",emotiva
10747,@FALCAO como decimos por aka en la costa usted es la vergita. 5 goles en realidad se merece el botin de oro de la liga #BBVA,poetica
10748,Atencion RT @compendiogenial Universidad de Harvard: los hombres que comen grasas saturadas tienen una menor calidad de esperma.,referencial
10749,"#LaLiga BBVA |

Te compartimos los 5 goles de @Falcao al Deportivo.

¿Cuál gustó más? http://t.co/SmwDjHEx",apelativa
10750,Ademas de concesionario de la marca NISSAN Tambien ofrecemos excelentes servicios y venta de repuestos #Informate http://t.co/VRoQSu1J,referencial
10751,Bankia es nacionalizada y encima ejecuta el 80% de los desahucios #ReiniciandoEspaña,referencial
10752,RT @Canal_Futbol: Así queda la tabla de posiciones de la Liga BBVA http://t.co/Nx5biRwk,referencial
10753,"Goles en Liga: Messi 23, Cristiano 13. Cristiano vino a la Liga BBVA, a demostrar que Messi es el mejor del mundo.",referencial
10754,LIONEL MESSI 23 goles en LIGA BBVA ni FALCAO metiendo 5 goles en un partido es capaz de pillarlo lleva 16 y @cristiano 13 #messiesdios,referencial
10755,"''One Direction no es sólo WMYB, Justin no es sólo Baby, y PSY..Sí, es sólo Gangnam Style.'' Que tu solo conozcas esa es otra cosa.",poetica
10756,"Fuckkk !! No tengo el canal glitz*, ahora mismo podria estar viendo el concierto de Maroon 5!",emotiva
10757,"&lt;&lt;AC DC - Highway To Hell&gt;&gt;
Yo también estoy conectado a #RadioWAGC 24 horas ***
 http://t.co/UsKdhmFD vía @gacelacardona",referencial
10758,"&lt;&lt;AC DC - Highway To Hell&gt;&gt;
Yo también estoy conectado a #RadioWAGC 24 horas ***
 http://t.co/UsKdhmFD vía @gacelacardona",referencial
10759,"Mi familia no me quiere dejar escuchar mas musica porque estoy sorda, gente la musica despacito es como un ferrari en primera",emotiva
10760,En la Plaza San Martin para ver lo de HSBC! :) w/ @NanVargasC @morekavar (@ Plaza San Martín w/ 7 others) http://t.co/CHH35DXN,emotiva
10761,Me hace acá la propaganda de santander río jajaja,emotiva
10762,"Propaganda del banco BBVA, muy buena. - como hacen estos tipos? jaja",emotiva
10763,Con la plena intuición de escucharte y cantarte para la eternidad. @Shakira,emotiva
10764,#Aerosmith love uuuu xever!!!! Gracias! Que maravillosa noche! ? fui FELIZ! ?,emotiva
10765,"@Angeles_TCMS @TuCaraMSuena @SSantiagosegura progrma el de hoy muy interesante, Rafaella carra y su clon Shakira y su clon. MUY Interesante",referencial
10766,Motivarme a las 7 de la mañana con la cancion de la loba de Shakira !!,emotiva
10767,Recordamos hoy a las 11:00 en Bankia C/Pintor Soroya para apoyar a la #acamPAHlabanca #stopdesahucios con  @PAH_Valencia,referencial
10768,Cuando  sea mayor el hijo de @3gerardpique verá la imitación de Arturo Valls de Shakira en @TuCaraMSuena @antena3com y tendrá pesadillas!,emotiva
10769,Desde la torre de kio de bankia se pide apoyo. Compas encerradas. Si estás cerca pásate #ddhhvivienda,apelativa
10770,"Hoy, día de los Derechos Humanos, las gentes de @La_PAH y #StopDesahucios ha ido a sede de Bankia en Torres KIO para reclamar #DDHHvivienda",referencial
10771,Ocupamos las Torres Kio #stopdesahucios Bankia culpable #DDHHVivienda Necesitamos tu apoyo. Acude a Pza. Castilla http://t.co/oD8d3UTS,referencial
10772,"Ferrari Mania, la marca de Maranello en la palma de tu mano http://t.co/t0vv218k",referencial
10773,Noooo van a cambiar las tarjetas HSBC por las de Dadivienda. Van a salir billetes de monopoly del cajero,poetica
10774,"@martinmasignano En ese caso, Martín, el cambio de domicilio se realiza a través de Online Banking, con tu Clave Santander Río.",apelativa
10775,"El día de los Derechos Humanos: ¡¡Bankia engaña y estafa, echa a la gente de sus casas!!! http://t.co/vOzuuq7v #DDHHVivienda #Stopdesahucios",referencial
10776,El Estado social y democrático de derecho se nota sobre todo en cómo protege Bankia la policía. #DDHHvivienda,referencial
10777,"Desalojadas Torres KIO por la fuerza. Una vez más, el Estado salva el culo a @Bankia y aplasta #DDHHVivienda https://t.co/6qUUVmEy",referencial
10778,Pareciera que yo escribi la cancion Addicted to you de Shakira,emotiva
10779,"El dinero no hace la felicidad,pero llorar en una ferrari estaria bueno.",poetica
10780,Crisis what crisis :   Se estrella con un Ferrari de 300.000 euros recién comprado: http://t.co/54N766pH vía @LaVanguardia,referencial
10781,"Juan Gil Navarro: ""Con Brenda y Jazmín trabajo con dos Ferrari""  http://t.co/aH3gqz7A cc @flordelav @lapelutelefe @brendagandiniok",referencial
10782,"Brillantes! Estudiantes de Shakira @fpiesdescalzos Barranquilla  con el Christmas Show, montaje: El Viejo Juguetero http://t.co/P0Wgte00",referencial
10783,"Esta noche en #TuCaraMeSuena11... Shakira, Rafaella Carrá, Alejandro Sanz y Alaska... ¡Por partida doble!",referencial
10784,@turumarth Hay mucha tela que cortar en eso. Pero la Liga BBVA va en decadencia temporada tras temporada.,referencial
10785,"Nadie me cree lo q toy escuchando pero si me gusta poco pero me gusta tipo: Nirvana, Metallica Aerosmith esto es lo q escucho cuando corto",referencial
10786,"#121212Concert  con Bon Jovi, Eric Clapton, Dave Grohl, Billy Joel, Alicia Keys y muchos artistas, por Telehit  http://t.co/YM3QxyNu",apelativa
10787,"Como #amolalluvia, me faltan unas #ceresas, escuchar #aerosmith y ya toy!! :-)",emotiva
10788,Majo escuchando ac/dc: asfgasdfg xd,poetica
10789,Barclays y Popular entrarán en el 'banco malo' http://t.co/1vi3L7p8,referencial
10790,Pendiente que anda un taxista sadico y pecetero en un mazda negro pelo enrulado y demas descripciones @nestorrealba es pligroso RT please.,apelativa
10791,"Mi nuevo método antiestrés: bailar canciones de Shakira delante del espejo. Pareceré una loca, pero funciona.",emotiva
10792,@doriifernandez la leyenda del microfono de U2,poetica
10793,"Nuestros créditos son mucho + baratos y largo plazo en comparación a los consumos  #SANTANDER , prestamos aunque estés #dicom @dondatos RT",apelativa
10794,@JLombasCadierno si... al final acabamos el día hoy escuchando a Roko cantando en plan shakira y viendo nuestros álbunes de fotos jajajajaja,referencial
10795,"@el_pais_madrid Me pregunto porqué solo en Bankia. ¿Que pasa con Santander, La Caixa, etc. etc. ect? Veo mucha manipulación",fatica
10796,"@SergioHerraez a mi me tocas queen, malu, bon jovi o acdc y aciertas",apelativa
10797,#10CancionesQueNuncaDejaréDeEscuchar Antología - Shakira,referencial
10798,"Como sustituyen LQSA por cuatro animales absurdos que pasan frío,habrá que ver #TuCaraMeSuena .Arturo Valls de Shakira, sobran las palabras.",emotiva
10799,Ilusión que @MarianFG_ me hable por whatsapp para decirme que  hago mejor que roko shakira #tucaramesuena,emotiva
10800,"#TuCaraMeSuena11 @RokoOficialN1 como siempre impresionante,yo vi a Shakira reflejada en ella..",referencial
10801,Pongo tu cara me suena para desconectar un poco y sale imitando a Shakira -.- #aaaaasco!,emotiva
10802,El q decidió que hiciera Roko de Shakira con ese traje tan fresquito en vez de Anna Simón ha hecho mucho daño a la sociedad masculina #tcms,referencial
10803,@ricardorossello 89% de los universitarios se irian a trabajar en EEUU de acuerdo a estudio del Bco Santander. No hay Patria sin gente!,referencial
10804,#TuCaraMeSuena11 rokoo de shakira impresionante y santiago de raffaela carra O.o,emotiva
10805,Liga BBVA: Zaragoza derrotó al Rayo por 2-0: Visite http://t.co/665W4yrM para leer la noticia completa. http://t.co/mPCBLWSN,referencial
10806,"Insólito, se compró un Ferrari y en dos horas lo destrozó; vea cómo quedó la máquina  http://t.co/r8pAnE7Y #oigolafm",referencial
10807,No es para morir de risa guau la publicidad del banco santander los viejos haciendo su project X,referencial
10808,"Ahí va el más grande, Arturo Valls de Shakira, preparada para morir de risa!!!",emotiva
10809,Que verguenza ajena arturo valls de Shakira... Me replanteo la vida humana,emotiva
10810,"JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA me parto el culo con Arturo Valls imitando a Shakira ""la loba"" en #tucaramesuena que bueno!!!!!!",emotiva
10811,Después de ver a Arturo Valls haciendo de Shakira me declaro fan suyo para siempre...  Ya se puede acabar el mundo!!!,emotiva
10812,"Dios me duele el estómago, estoy LLORANDO DE LA RISA con la actuación de Arturo Valls en #Tucaramesuena11 de Shakira! MÍTICO!!!!!!!",emotiva
10813,Desde cuando shakira no se depila las piernas??....claro esq iba hacer de loba!! Jajaj @grandearturovalls,emotiva
10814,-Desde cuando Shakira no se depila las piernas?!? +Hombre! Esque iba a hacer de loba... Buaaajajjaajaja #tcms #ArturoValls,poetica
10815,Arturo Valls de Shakira es un poco Belén Esteban en su pasada reaparición + Cristina Tarrega #TuCaraMeSuena11,poetica
10816,Lo nunca visto! @shakira y los Jackson 5 @AurynOficial bravo chicos!!! http://t.co/vtwQ1mab,referencial
10817,@AnonySpain joder= es entrar en la base de datos del banco santander y acabar con todo ¬¬,emotiva
10818,@14Quatorze jajajaj ahora llevo AC/DC Nirvana red hot  Ramones Guns n' Roses Eagles The Beatles Coldplay siniestro total y música española.,emotiva
10819,Ole !!! Gracias @shakira por ser el pedazo de artista que eres! Hoy he intentado acercarme un poquito a ti!!! http://t.co/HqKrVv8V,emotiva
10820,El Banco HSBC pagará a EU mil 900 mdd para dar carpetazo a la investigación por lavado de dinero http://t.co/rDMRXSP4,referencial
10821,Como cuando tenía 17 años y me sentía bien badass poniendo In a Little While de U2 en la rocola de la escuela. (WTF?),emotiva
10822,La más bonita de Colombia @shakira lo mejor q tiene esta tierra.  ¡Orgullosamente fanática de corazón!,emotiva
10823,Quiero un Carrito! Con un Audi o un Mercedes blanco me conformo :),emotiva
10824,"Insólito, se compró un Ferrari y en dos horas lo destrozó; vea cómo quedó la máquina  http://t.co/ELxHH2km #oigolafm",referencial
10825,Aguante AC/DC QUEEN KISS GUNS AND ROSES METÁLICA THE BEATLES BON JOVI y todo el #RockAndRoll,referencial
10826,"Fiat 770 52351: Se vende Coupé Fiat 770 año 1966 con título y cédula, patente vieja. Está ya casi restaurada, fa... http://t.co/YY9EHKYT",referencial
10827,"@rosarioduran soy una persona que trabaja por eso tengo nextel, si fuera buchon traería un nextel ferrari",poetica
10828,"#10CancionesQueNuncaDejaréDeEscuchar
 como yo nadie te ha amado de bon jovi",emotiva
10829,Los asesinos se van a Harvard y los inocentes a la cárcel! #Faltan14 EdgarElíasAzar ¿A Calderón si lo consideras inocente? @ylibranosdelpan,emotiva
10830,"Recuerden Gunners: MAÑANA 16:45 hora argentina Arsenal vs Bradford por la Capital One por el pase a semifinales.

GO GUNNERS!",referencial
10831,"08:29 (BMS) .- Goirigolzarri se carga al jefe Bankia Bolsa, hombre de confianza de Blesa-Cotizalia",referencial
10832,La CNMV multa a Barclays con 600.000 euros por colocar productos estructurados http://t.co/id7FsNHZ vía @eleconomistaes #econotweets,referencial
10833,Activistas de @La_PAH ocupan la sede de Bankia. La desobediencia civil que el PP quiere criminalizar: http://t.co/HGEABfjV #StopDesahucios,referencial
10834,HSBC pagará más de 1.460 millones por lavar dinero del narco y de Irán http://t.co/o55FAQSH Multa récord en EEUU para el banco británico,referencial
10835,Activistas de la PAH irrumpen en la sede central de Bankia para reclamar la vivienda como derecho humano: http://t.co/0Pzm2UEC,referencial
10836,"@bbvachile no puedo creer que despues de todas las quejas y reclamos me sigan llamando equivocado de su cagá de banco, ""BBVA",emotiva
10837,"Confirmado: a Jennifer Lopez le han dado cuerda estas Navidades:  Chica, que maravilla tiene que ser despertarte... http://t.co/yZZYTATD",poetica
10838,"Precios de boletas son muy altos, pero quienes piensen que U2, Gaga o Messi en amistoso valen más que #Millos no merecen ir a la final.",emotiva
10839,"El Constitucional ha suspendido la paga extra a Bankia. Que no, que es broma. Ha suspendido la de los funcionarios vascos.",emotiva
10840,"@14Albiazul @gustavobolivar Si U2 es más importante pues ve a ver a U2, o dejamos los mismos precios y no traemos refuerzos?",referencial
10841,"Para que sigan creyendo en el supuesto liberal de que ""todos somos iguales ante la ley"", chequen lo de #hsbc",referencial
10842,@aleberco en el santander me piden abrir una cuenta especial de inversiones. En donde se puede contratar las ON sin abrirla?,apelativa
10843,@Miss_Kilmister Ho uno de AC/DC *-*,emotiva
10844,"Los analistas de Nomura, firma que tasa a Bankia, dicen que vale 0,2 euros por acción http://t.co/fOMFKscx vía @cincodiascom",referencial
10845,El anuncio de un nuevo disco de Bon Jovi es un Have a Nice Day instantáneo,poetica
10846,Escucho Bon Jovi con Como Yo Nadie Te Ha Amado @Romantica_FM http://t.co/0POgrhqf  Esta canción me recuerda a un pulpo que conocí @pahamex,referencial
10847,HSBC pagará 1.200 millones de libras para evitar ser imputado en caso blanqueo de dinero del nacotráfico: http://t.co/rAjNvIi6,referencial
10848,"17 años llevaba Ferrari haciendo al menos una vuelta rapida de carrera, en este 2012 ni una sola",referencial
10849,"Ayer me hicieron 1 encuesta los de ""Ipsos"" al salir de la agencia ""Dalton Toyota""",poetica
10850,"@AgusHowell aaaa...eso puede ser...puede tener un audi a5 escondido en el garage!, pero es un grande y tiene mas huevo q una tortilla!",emotiva
10851,"Justin no es sólo ""Baby"", Carly no es
sólo ""Call me maybe"", Katy Perry no es
solo ""Wide Awake"". Pero, PSY, si es sólo
""Gagnam Style.""",poetica
10852,"Navidad es una época perfecta para imitar a Shakira, solo debes cantar con un mazapán en la boca",referencial
10853,Me ha gustado un vídeo de @YouTube (http://t.co/R1dYcdJK - Led Zeppelin - Stairway to Heaven Live (HD)).,emotiva
10854,@pedroblancoa a Bankia le gusta eso!!,referencial
10855,"Para todos mis amigos, soy talla M, calzo del numero 5, me gusta el chocolate, Talla 32 y para nada me molestaría recibir un Ferrari.",apelativa
10856,@shakira hola espero estes muy bien al = que tu bebe saludos de una de tus tantas fans,fatica
10857,#eb Goirigolzarri intentará que ajuste en Bankia sea lo menos traumático posible http://t.co/72buWlIu,referencial
10858,"A 1 hora para el inicio del partido, aqui empezamos la Previa del Bradford City vs Arsenal por Capital One Cup. #BCFCvAFC",referencial
10859,Nunca entendí esa estupidez de Shakira de *con la luna en mi nariz*.. Cómo conoces a alguien un día de enero con la luna en tu nariz?,poetica
10860,"Gracias a Nissan Cyasa, García Rodríguez Hermanos, sorteamos entradas para el Sporting-Xerez del domingo. Si haces RT, entras en el sorteo.",apelativa
10861,@elreystadesnudo y la robots esos q limpian y se vuelven para cargarse solos? Si vuelvo a la Bundes me compraré 1 (y un BMW para aprovechar),emotiva
